FIPS,Total_Actual_Costs,Total_Standardized_Costs,Part_B_Drugs_Per_Capita_Actual_Costs,Total_Population_Based_Payment_Reduction_Costs,PQI03_Diabetes_LT_Complication_Admission_Rate_(age_<_65),PQI03_Diabetes_LT_Complication_Admission_Rate_(age_65-74),PQI03_Diabetes_LT_Complication_Admission_Rate_(age_75+),PQI07_Hypertension_Admission_Rate_(age_<_65),PQI07_Hypertension_Admission_Rate_(age_65-74),PQI07_Hypertension_Admission_Rate_(age_75+)
36033,49414703.48,49184158.25,162.38, ,,,,,,
36035,47985225.44,49843804.79,234.04, ,,,,,,
36037,37958074.86,37630673.77,183.57, ,,,,,,
36039,52667508.89,52214911.14,276.07, ,,,,,,
36041,7514600.67,6997442.71,115.68, ,,,,,,
36043,69637867.14,71751754.73,192.87, ,,,,,,
36045,84989800.82,86407193.05,274.12, ,,,,,,
36047,2447335181.07,1730463938.17,251.99, ,,,,,,
36049,19956402.25,20299461.63,265.82, ,,,,,,
36051,31562206.09,31094238.76,111.28, ,,,,,,
36053,56223495.36,55786982.34,217.24, ,,,,,,
36055,338512118.82,332831610.14,128.56, ,,,,,,
36057,60049319.74,61839445.98,258.38, ,,,,,,
36059,1797585305.22,1455170573.41,339.45, ,,,,,,
36061,1665046786.7,1210109352.01,207.5, ,,,,,,
36063,173646075.74,168548664.82,217.0, ,,,,,,
36065,249208316.94,261641482.6,265.83, ,,,,,,
36067,443525151.0,435486578.3,327.22, ,,,,,,
36069,52725202.07,53692177.92,161.34, ,,,,,,
36071,385053274.16,332904830.43,226.3, ,,,,,,
36073,23230699.72,23477454.94,204.12, ,,,,,,
36075,113032305.49,112026631.27,360.54, ,,,,,,
36077,60270678.14,57050824.47,96.27, ,,,,,,
36079,105429910.56,88500115.7,292.83, ,,,,,,
36081,1916856355.91,1429363404.25,267.83, ,,,,,,
36083,126953158.22,130496414.6,220.59, ,,,,,,
36085,409554324.33,308045012.25,215.73, ,,,,,,
36087,351981597.92,286539174.92,252.05, ,,,,,,
36091,144427675.52,151072210.48,221.69, ,,,,,,
36093,131620175.9,137042623.76,285.74, ,,,,,,
36095,28584379.38,27337495.12,122.74, ,,,,,,
36097,18414722.22,19704397.16,177.88, ,,,,,,
36099,24896267.11,25417619.54,213.6, ,,,,,,
36089,111484333.14,111649218.92,117.13, ,,,,,,
36101,94101116.64,96238748.16,196.03, ,,,,,,
36103,1737800411.56,1431740652.56,312.94, ,,,,,,
36105,106043768.58,94516022.71,175.16, ,,,,,,
36107,46904388.91,48149195.13,544.22, ,,,,,,
36109,60119120.31,59973985.73,235.36, ,,,,,,
36999,,,,*,,,,,,
36111,201533468.83,185200063.92,226.39, ,,,,,,
36113,63510489.81,66639084.57,134.76, ,,,,,,
36115,52427247.83,54640650.43,157.53, ,,,,,,
36117,54462065.45,54386618.43,176.67, ,,,,,,
36119,1134376409.6,898759000.99,251.13, ,,,,,,
36121,20580015.38,20599777.64,124.66, ,,,,,,
36123,14583169.91,14986648.69,169.1, ,,,,,,
39001,38546689.76,38923654.6,174.12, ,,,,,,
39003,141481439.99,146455243.59,331.92, ,,,,,,
39005,52743945.68,53918424.89,163.18, ,,,,,,
39007,149588244.82,151081170.74,223.38, ,,,,,,
39009,58677786.46,58421827.63,150.71, ,,,,,,
39011,55327702.44,57769756.48,404.31, ,,,,,,
39013,68435470.29,74659229.53,229.16, ,,,,,,
39015,41143072.03,40945375.86,159.35, ,,,,,,
39017,306212077.33,308859401.75,337.93, ,,,,,,
39019,25515903.33,26483068.25,406.17, ,,,,,,
39021,38163981.46,39279589.44,219.8, ,,,,,,
39023,147116329.74,151879927.69,211.21, ,,,,,,
39025,140777017.32,141411471.49,289.06, ,,,,,,
39027,48934541.87,48866340.55,272.75, ,,,,,,
39029,134192614.39,138782123.36,246.85, ,,,,,,
39031,48210752.98,49005450.97,146.65, ,,,,,,
39033,64171895.46,66068142.42,153.41, ,,,,,,
39035,1474707604.37,1446927413.01,184.52, ,,,,,,
39037,63055457.87,65736112.88,288.24, ,,,,,,
39039,51089526.32,52671485.75,237.59, ,,,,,,
39041,91760399.27,90929081.77,202.66, ,,,,,,
39043,116624862.95,119443401.75,404.74, ,,,,,,
39045,123383957.64,122528596.02,203.83, ,,,,,,
39047,31126119.51,31607851.27,145.74, ,,,,,,
39049,859350645.21,828379812.92,234.75, ,,,,,,
39051,48920627.38,49251753.8,160.99, ,,,,,,
39053,45876235.67,46259942.02,339.57, ,,,,,,
39055,86568031.67,87126471.15,193.57, ,,,,,,
39057,137904704.98,140049862.91,265.64, ,,,,,,
39059,52940843.74,53426511.75,176.16, ,,,,,,
39061,755885270.56,744372630.88,322.24, ,,,,,,
39063,69514092.18,72211954.17,370.2, ,,,,,,
39065,39207239.17,40742616.96,232.89, ,,,,,,
39067,22589587.36,23801391.45,298.3, ,,,,,,
39069,33081618.02,34036784.35,247.51, ,,,,,,
39071,51017689.87,52022118.08,114.73, ,,,,,,
39073,35189273.27,35563660.46,239.12, ,,,,,,
39075,19220271.06,20071411.85,194.47, ,,,,,,
39077,69024711.38,70801682.91,208.1, ,,,,,,
39079,47369602.08,48158515.75,150.1, ,,,,,,
39081,100748270.92,108277273.12,289.7, ,,,,,,
39083,62986069.95,64301202.7,162.52, ,,,,,,
39085,246519343.89,250963567.78,306.74, ,,,,,,
39087,90861306.76,92080209.58,252.49, ,,,,,,
39089,142087658.68,139318748.11,174.01, ,,,,,,
39091,53714561.07,54010816.67,127.89, ,,,,,,
39093,356610287.73,363532849.4,305.05, ,,,,,,
39095,475894382.16,463151190.85,236.69, ,,,,,,
39097,34272817.93,33406260.14,218.97, ,,,,,,
39099,293682629.18,301190440.71,267.77, ,,,,,,
39101,86217989.94,86944626.26,250.43, ,,,,,,
39103,139712049.65,143018119.4,259.88, ,,,,,,
39105,32413711.08,33182787.03,237.91, ,,,,,,
39107,44157774.18,46505207.24,387.26, ,,,,,,
39109,110552354.64,113075447.7,249.0, ,,,,,,
39111,18318103.23,19255658.61,146.14, ,,,,,,
39113,580539871.55,583580004.14,328.91, ,,,,,,
39115,15776850.31,15847884.72,178.56, ,,,,,,
39117,32918293.61,33236450.45,208.27, ,,,,,,
39119,101321381.73,100753845.46,199.85, ,,,,,,
39121,14115660.18,14225389.41,216.69, ,,,,,,
39123,67320788.74,67602259.81,246.83, ,,,,,,
39125,24962434.92,26181967.95,208.81, ,,,,,,
39127,38514387.83,38405822.42,193.7, ,,,,,,
39129,49882098.04,48582283.43,209.51, ,,,,,,
39131,44200080.45,44949038.87,149.24, ,,,,,,
39133,132393836.94,135175943.12,209.11, ,,,,,,
39135,48033915.56,48327289.33,305.96, ,,,,,,
39137,36522022.28,37903264.49,463.93, ,,,,,,
39139,161678029.32,166718728.09,312.84, ,,,,,,
39141,88020896.24,87627106.88,101.43, ,,,,,,
39143,74815752.5,75019874.99,263.01, ,,,,,,
39145,138455025.66,139504369.04,260.72, ,,,,,,
39147,70877561.59,71654401.66,207.59, ,,,,,,
39149,43969766.71,45723010.48,234.37, ,,,,,,
39151,366830221.64,376257103.94,337.31, ,,,,,,
39153,510875175.7,512093476.43,182.49, ,,,,,,
39155,266113085.35,272549427.4,169.07, ,,,,,,
39157,90170577.78,94257849.14,316.47, ,,,,,,
39999,,,,*,,,,,,
39159,34071107.94,33475562.0,140.6, ,,,,,,
39161,30455612.2,32076927.81,328.58, ,,,,,,
39163,15274115.9,15288092.87,148.86, ,,,,,,
39165,140872784.23,142469972.07,357.4, ,,,,,,
39167,85683461.13,90347530.26,118.13, ,,,,,,
39169,104435532.5,106440608.55,270.8, ,,,,,,
39171,43283563.37,43866046.01,312.64, ,,,,,,
39173,107735261.89,108332270.87,208.97, ,,,,,,
39175,25773477.66,26395730.61,242.56, ,,,,,,
40001,28593831.14,29550481.18,196.31, ,,,,,,
40003,9096301.12,9542017.98,604.03, ,,,,,,
40005,25093428.67,26822143.72,147.52, ,,,,,,
40007,6553828.12,7009179.58,258.06, ,,,,,,
40009,28783171.24,30381279.31,283.24, ,,,,,,
40011,14352427.32,15658787.29,356.36, ,,,,,,
40013,67662961.31,70520112.65,197.12, ,,,,,,
40015,44277766.51,47392378.36,305.62, ,,,,,,
40017,82510441.02,87330212.85,396.68, ,,,,,,
40019,67058314.68,71894317.91,266.12, ,,,,,,
40021,50612861.71,53186396.22,177.39, ,,,,,,
40023,38039007.49,40777075.06,278.2, ,,,,,,
40025,4653074.09,4907563.36,200.66, ,,,,,,
40027,190655004.18,201694873.83,344.73, ,,,,,,
40029,10118109.7,10930052.58,264.09, ,,,,,,
40031,106050787.66,110546446.57,260.47, ,,,,,,
40033,10101987.72,10651857.97,367.66, ,,,,,,
40035,17862127.38,18960106.91,233.83, ,,,,,,
40037,69084439.64,73801397.73,296.8, ,,,,,,
40039,29417496.24,31677309.38,183.22, ,,,,,,
40041,50840212.79,52900231.63,191.59, ,,,,,,
40043,6835343.67,7441146.97,241.06, ,,,,,,
40045,4742915.77,5113556.15,173.17, ,,,,,,
40047,79534117.29,83679472.0,472.73, ,,,,,,
40049,43246253.03,46404424.07,284.38, ,,,,,,
40051,60441866.13,63131026.61,426.04, ,,,,,,
40053,7998755.09,8409598.59,298.1, ,,,,,,
40055,10730447.35,11730271.98,145.45, ,,,,,,
40057,6700442.38,7122544.12,296.9, ,,,,,,
40059,4679824.57,5027673.16,169.57, ,,,,,,
40061,18422393.96,20134879.87,202.2, ,,,,,,
40063,21386569.98,22956481.78,191.92, ,,,,,,
40065,35679064.7,37951256.75,271.75, ,,,,,,
40067,12307033.48,13382307.48,199.4, ,,,,,,
40069,21587018.23,23361498.4,354.26, ,,,,,,
40071,62127336.9,66801625.1,366.78, ,,,,,,
40073,18500167.53,20224390.47,339.31, ,,,,,,
40075,18254029.98,19446638.91,309.75, ,,,,,,
40077,20677524.16,21964966.33,165.46, ,,,,,,
40079,60471034.88,66157278.46,231.01, ,,,,,,
40081,38360360.51,40916282.97,247.69, ,,,,,,
40083,33412153.19,36202919.8,302.79, ,,,,,,
40085,14525265.42,15891943.48,375.5, ,,,,,,
40093,11027616.69,11976386.53,181.82, ,,,,,,
40095,28992181.86,30977158.52,376.03, ,,,,,,
40097,49923731.92,52365074.82,316.11, ,,,,,,
40087,35282342.45,37212623.69,280.95, ,,,,,,
40089,54056000.95,58678802.28,352.83, ,,,,,,
40091,35493404.5,38699299.29,238.28, ,,,,,,
40099,18721742.06,20592621.39,219.78, ,,,,,,
40101,100921030.37,109237209.21,277.45, ,,,,,,
40103,13345887.85,14049810.55,290.62, ,,,,,,
40105,15571810.19,17067995.59,362.55, ,,,,,,
40107,17690132.63,19095622.49,211.07, ,,,,,,
40109,660784992.82,686927399.3,359.01, ,,,,,,
40111,56645130.66,60149925.71,249.15, ,,,,,,
40113,44158863.44,47181306.59,262.16, ,,,,,,
40115,55267932.1,58016694.2,188.05, ,,,,,,
40117,25182832.8,26223785.4,353.97, ,,,,,,
40119,64056128.11,68380998.2,389.28, ,,,,,,
40121,66753321.46,71772342.69,246.61, ,,,,,,
40123,55108931.21,58993933.86,146.83, ,,,,,,
40125,82480789.03,87466540.41,331.63, ,,,,,,
40127,23610170.01,25442898.12,327.71, ,,,,,,
40129,5999175.77,6485078.53,499.64, ,,,,,,
40131,60276946.39,64098171.28,233.59, ,,,,,,
40133,34632958.34,36890906.37,205.86, ,,,,,,
40135,48301355.39,52253068.44,271.0, ,,,,,,
40137,67294833.05,72334368.93,314.56, ,,,,,,
40139,15884872.75,16626179.53,315.18, ,,,,,,
40141,14233994.9,15088811.56,218.27, ,,,,,,
40143,451183824.83,477971235.05,297.4, ,,,,,,
40999,,,,*,,,,,,
40145,48266302.19,51671925.01,197.89, ,,,,,,
40147,66252593.61,72699201.98,288.74, ,,,,,,
40149,16350291.84,17722250.17,345.89, ,,,,,,
40151,10687835.57,11195251.76,270.48, ,,,,,,
40153,19900223.88,21277718.56,294.88, ,,,,,,
41001,17660177.19,17571976.21,78.0, ,,,,,,
41003,30068203.56,28508953.74,171.68, ,,,,,,
41005,126196439.14,115881907.63,281.93, ,,,,,,
41007,35097899.13,33770458.64,127.97, ,,,,,,
41009,23239301.26,20625769.07,271.51, ,,,,,,
41011,82008428.64,78043015.24,243.69, ,,,,,,
41013,17482128.9,17481460.86,385.7, ,,,,,,
41015,37128403.65,35464016.29,256.69, ,,,,,,
41017,88323764.58,86890998.94,294.73, ,,,,,,
41019,97077278.98,92918146.22,243.14, ,,,,,,
41021,2085518.61,2034491.38,129.68, ,,,,,,
41023,6176520.42,6170644.4,173.1, ,,,,,,
41025,8684149.75,8753353.65,245.47, ,,,,,,
41027,13131099.63,12754924.45,94.67, ,,,,,,
41029,157613183.55,152596410.51,273.63, ,,,,,,
41031,11675935.44,11579569.37,289.58, ,,,,,,
41033,66507961.16,65267587.16,281.49, ,,,,,,
41035,56758822.01,53834696.33,78.4, ,,,,,,
41037,8464879.73,8314902.42,89.12, ,,,,,,
41039,178805473.96,171021801.65,294.69, ,,,,,,
41041,52810997.11,51072568.53,103.85, ,,,,,,
41043,56117094.19,54032907.15,156.79, ,,,,,,
41045,25352955.17,25206553.74,77.25, ,,,,,,
41047,107414654.75,102384104.08,270.83, ,,,,,,
41049,10068749.68,10176179.99,275.51, ,,,,,,
41051,225705559.17,203323974.85,278.86, ,,,,,,
41053,29850098.75,28579755.88,232.74, ,,,,,,
41055,1858824.56,1755594.18,117.62, ,,,,,,
41057,30742769.7,29582941.76,249.55, ,,,,,,
41999,,,,*,,,,,,
41059,54090496.19,52313684.58,190.22, ,,,,,,
41061,21915367.83,21638401.83,91.07, ,,,,,,
41063,11392841.8,10994703.28,101.35, ,,,,,,
41065,24076714.71,22457571.16,108.2, ,,,,,,
41067,142290911.9,130992655.97,281.45, ,,,,,,
41069,1357848.09,1361601.11,229.34, ,,,,,,
41071,46274247.07,42891440.58,251.95, ,,,,,,
42001,97076637.0,97145784.87,361.52, ,,,,,,
42003,891980081.57,917485539.57,302.23, ,,,,,,
42005,54507058.43,56955278.93,351.67, ,,,,,,
42007,111890145.0,118224560.59,330.02, ,,,,,,
42009,43994802.32,45538539.59,256.66, ,,,,,,
42011,387610085.44,373658160.86,340.03, ,,,,,,
42013,119592706.57,126180506.38,190.39, ,,,,,,
42015,68058020.87,70251186.21,327.73, ,,,,,,
42017,467206252.93,432892174.32,370.83, ,,,,,,
42019,122836532.22,129165446.93,361.69, ,,,,,,
42021,123285034.7,126728814.39,312.13, ,,,,,,
42023,8881023.62,9369107.12,200.15, ,,,,,,
42025,90027826.99,89650467.9,224.0, ,,,,,,
42027,77346147.2,81054782.77,279.66, ,,,,,,
42029,342517877.65,320005016.0,374.47, ,,,,,,
42031,52059631.1,54024391.48,341.0, ,,,,,,
42033,97102147.91,101392768.4,167.57, ,,,,,,
42035,34750810.54,36232962.69,89.29, ,,,,,,
42037,54506501.49,53934296.06,98.09, ,,,,,,
42039,106789243.64,109883515.53,217.76, ,,,,,,
42041,231546042.2,237364278.85,357.18, ,,,,,,
42043,238639823.76,236275662.12,286.81, ,,,,,,
42045,494063947.21,445992519.88,390.36, ,,,,,,
42047,50189053.97,53062895.9,206.09, ,,,,,,
42049,225571122.4,233873856.48,272.72, ,,,,,,
42051,130735096.12,135378249.62,310.5, ,,,,,,
42053,9403272.95,9832367.44,178.15, ,,,,,,
42055,170057302.68,167746721.25,304.38, ,,,,,,
42057,18977667.35,19617236.77,238.5, ,,,,,,
42059,34667453.19,35635469.54,242.25, ,,,,,,
42061,47842655.35,50149817.47,228.12, ,,,,,,
42063,64649308.5,67320654.43,276.63, ,,,,,,
42065,64649292.57,67256474.69,288.06, ,,,,,,
42067,21165239.78,21534674.92,256.16, ,,,,,,
42069,298203479.91,307064564.36,367.11, ,,,,,,
42071,453413942.69,456154236.98,256.25, ,,,,,,
42073,78055273.1,81002065.93,336.0, ,,,,,,
42075,124610947.48,126699015.59,126.54, ,,,,,,
42077,376011796.4,363017701.78,269.32, ,,,,,,
42079,474393116.83,493792918.1,284.71, ,,,,,,
42081,121486801.32,126021757.67,115.84, ,,,,,,
42083,60033427.44,62133067.81,124.12, ,,,,,,
42085,136625812.37,140507642.32,174.38, ,,,,,,
42087,44753064.55,45801772.89,182.46, ,,,,,,
42089,173259749.36,166952125.16,253.54, ,,,,,,
42091,631060726.4,573212689.11,281.16, ,,,,,,
42093,15489796.35,14908592.56,41.97, ,,,,,,
42095,371370027.49,360521653.42,298.84, ,,,,,,
42097,122048068.51,122196403.84,231.27, ,,,,,,
42099,40344532.77,41547908.69,427.87, ,,,,,,
42101,1170873771.57,1001630603.05,241.19, ,,,,,,
42103,69326364.81,63636394.96,253.87, ,,,,,,
42105,20055609.06,20731735.83,91.82, ,,,,,,
42107,211555436.09,214349247.0,199.42, ,,,,,,
42109,30519799.9,31088835.95,252.5, ,,,,,,
42111,63053582.2,65405098.09,299.07, ,,,,,,
42113,9772819.24,10025630.04,190.47, ,,,,,,
42115,50736739.73,52429181.48,241.46, ,,,,,,
42117,45227867.19,46679417.95,205.65, ,,,,,,
42999,,,,*,,,,,,
42119,33602612.01,34379715.79,287.55, ,,,,,,
42121,84378432.21,87619680.61,344.84, ,,,,,,
42123,54348490.48,55953420.13,101.41, ,,,,,,
42125,154911707.93,163621161.95,298.85, ,,,,,,
42127,72285507.85,72787979.1,180.22, ,,,,,,
42129,274108119.27,287988552.19,382.2, ,,,,,,
42131,27974406.42,28562477.62,276.97, ,,,,,,
42133,396000462.75,389226980.9,347.41, ,,,,,,
44001,36589770.9,31971755.45,164.27, ,,,,,,
44003,128651191.25,117544099.57,216.46, ,,,,,,
44005,83189867.8,76739924.15,159.52, ,,,,,,
44007,458434601.37,408972851.64,207.0, ,,,,,,
44999,,,,*,,,,,,
44009,100021791.63,92449173.9,221.19, ,,,,,,
45001,29029417.3,29800484.25,196.97, ,,,,,,
45003,171222585.66,167813074.47,292.84, ,,,,,,
45005,11016124.81,10784364.12,354.07, ,,,,,,
45007,197552168.88,200629426.48,269.25, ,,,,,,
45009,21376307.44,21242199.05,285.35, ,,,,,,
45011,26614729.74,26479143.75,251.73, ,,,,,,
45013,177135894.84,179396635.83,327.91, ,,,,,,
45015,132341863.12,133364576.09,379.94, ,,,,,,
45017,16227256.19,16276035.6,541.04, ,,,,,,
45019,348611918.95,346678173.36,380.1, ,,,,,,
45021,58045819.02,59022075.87,226.82, ,,,,,,
45023,42961457.5,44036560.31,292.58, ,,,,,,
45025,56076523.57,56109800.57,294.81, ,,,,,,
45027,45535270.87,45374798.19,330.23, ,,,,,,
45029,53905239.58,54273681.7,253.09, ,,,,,,
45031,91941797.35,91367247.05,197.9, ,,,,,,
45033,41148711.59,41203403.63,186.86, ,,,,,,
45035,103111393.76,103485051.88,343.18, ,,,,,,
45037,20053391.32,20026533.46,401.66, ,,,,,,
45039,25333514.68,25748514.49,215.73, ,,,,,,
45041,164222524.64,163541679.24,182.76, ,,,,,,
45043,96109939.42,95623147.13,365.0, ,,,,,,
45045,380305225.49,380338487.77,311.35, ,,,,,,
45047,76928598.36,76178806.39,180.18, ,,,,,,
45049,24538421.29,24695188.3,302.59, ,,,,,,
45051,301645135.93,309016681.12,385.54, ,,,,,,
45053,21021691.81,20918129.49,363.11, ,,,,,,
45055,71095251.94,72998829.65,171.58, ,,,,,,
45057,81449718.12,81372929.07,312.17, ,,,,,,
45059,74695377.11,74493422.19,247.0, ,,,,,,
45061,25140823.87,25265950.05,279.6, ,,,,,,
45063,210449213.64,217488003.1,311.08, ,,,,,,
45067,45114140.12,45088621.96,208.42, ,,,,,,
45069,37523967.02,37538643.77,133.12, ,,,,,,
45065,13343230.5,13307006.91,137.42, ,,,,,,
45071,39969687.93,40579425.95,321.35, ,,,,,,
45073,97830784.78,100224767.71,197.99, ,,,,,,
45075,109269624.63,108791356.44,309.03, ,,,,,,
45077,107817706.31,108988572.17,274.56, ,,,,,,
45079,288898478.83,293753668.82,324.54, ,,,,,,
45081,17714579.39,18065964.96,189.14, ,,,,,,
45083,267486802.54,269659837.66,266.48, ,,,,,,
45085,112966138.75,114066256.57,339.53, ,,,,,,
45999,,,,*,,,,,,
45087,42431591.16,43465944.33,207.41, ,,,,,,
45089,46624390.59,46726201.67,188.29, ,,,,,,
45091,179888736.69,180488063.3,320.11, ,,,,,,
46003,3699948.18,3888950.79,708.54, ,,,,,,
46005,18663801.45,19816998.12,223.04, ,,,,,,
46007,2600199.43,2658669.46,91.51, ,,,,,,
46009,8715398.78,9275015.58,181.42, ,,,,,,
46011,17266598.07,18087786.94,224.73, ,,,,,,
46013,39103167.07,41820478.24,306.83, ,,,,,,
46015,5833070.25,6088018.84,470.63, ,,,,,,
46017,694360.64,730459.79,471.14, ,,,,,,
46019,7437416.14,7701390.43,123.16, ,,,,,,
46021,2092622.0,2291531.22,85.86, ,,,,,,
46023,10875919.69,11486615.93,210.43, ,,,,,,
46025,4979902.47,5304225.89,80.1, ,,,,,,
46027,8794548.46,9212831.73,313.67, ,,,,,,
46029,24284591.42,25572101.38,213.23, ,,,,,,
46031,2983651.79,3127410.11,204.41, ,,,,,,
46033,7082039.06,7327128.07,60.48, ,,,,,,
46035,22402177.38,23482462.92,351.77, ,,,,,,
46037,8509830.82,9098646.61,172.31, ,,,,,,
46039,6822762.96,7230162.61,154.77, ,,,,,,
46041,4775233.62,4695528.06,70.21, ,,,,,,
46043,5249422.43,5620711.76,267.69, ,,,,,,
46045,5616687.15,5992861.0,234.37, ,,,,,,
46047,8320457.2,8581731.14,112.97, ,,,,,,
46049,4939331.98,5323606.19,201.9, ,,,,,,
46051,10800906.15,11599327.12,203.56, ,,,,,,
46053,7053764.28,7532140.96,93.5, ,,,,,,
46055,2398778.71,2495033.49,105.39, ,,,,,,
46057,6059519.3,6307860.56,206.84, ,,,,,,
46059,4859492.06,5157946.26,281.05, ,,,,,,
46061,4798063.33,4753381.34,190.41, ,,,,,,
46063,1367402.02,1459589.87,88.81, ,,,,,,
46065,13502167.68,13854387.08,92.28, ,,,,,,
46067,11487848.59,12114536.76,161.46, ,,,,,,
46069,1860734.23,1947192.38,221.82, ,,,,,,
46071,2176159.5,2145231.35,107.73, ,,,,,,
46073,3833684.96,4101909.52,386.15, ,,,,,,
46075,1310778.89,1326412.1,46.98, ,,,,,,
46077,8638385.46,9039893.6,302.2, ,,,,,,
46079,11685549.14,12333520.87,226.14, ,,,,,,
46081,19001153.03,19717058.59,111.34, ,,,,,,
46083,20715995.47,21263294.6,243.98, ,,,,,,
46085,3165097.31,3297361.42,201.19, ,,,,,,
46091,5184120.8,5549957.32,333.48, ,,,,,,
46087,6835845.49,7019162.72,200.11, ,,,,,,
46089,4048961.99,4402452.04,106.97, ,,,,,,
46093,17021457.06,17703357.6,154.68, ,,,,,,
46095,1654352.27,1584336.88,59.43, ,,,,,,
46097,4137978.5,4293608.32,315.9, ,,,,,,
46099,126390981.52,128731250.82,248.78, ,,,,,,
46101,6096813.97,6430927.27,162.15, ,,,,,,
46103,81101609.35,82925311.99,143.98, ,,,,,,
46105,4568277.36,5077940.61,188.27, ,,,,,,
46107,4313889.14,4571514.66,341.8, ,,,,,,
46109,9762131.74,10141503.39,241.13, ,,,,,,
46111,2875019.59,3054430.19,257.49, ,,,,,,
46113,6649040.73,5963252.86,49.42, ,,,,,,
46115,11781027.09,12600451.66,361.92, ,,,,,,
46117,2424488.73,2473249.04,142.9, ,,,,,,
46119,1295440.87,1321179.96,57.86, ,,,,,,
46121,6748295.83,5943931.91,45.2, ,,,,,,
46123,7603335.13,8073589.11,102.07, ,,,,,,
46125,9094802.47,9384775.66,253.98, ,,,,,,
46999,,,,*,,,,,,
46127,14012522.64,14508365.07,347.29, ,,,,,,
46129,7583912.39,8238141.08,209.14, ,,,,,,
46135,21697418.35,22589983.21,210.76, ,,,,,,
46137,1453862.58,1392435.85,161.72, ,,,,,,
47001,83099582.48,89828277.25,292.62, ,,,,,,
47003,45395011.82,46743167.68,348.31, ,,,,,,
47005,27628794.5,29216032.29,214.75, ,,,,,,
47007,14302258.99,15062038.79,204.47, ,,,,,,
47009,111444169.6,119719113.93,354.29, ,,,,,,
47011,97923696.64,104105169.7,276.6, ,,,,,,
47013,55446384.46,59024799.9,237.3, ,,,,,,
47015,16019897.36,15942091.64,310.38, ,,,,,,
47017,50317792.2,53127767.49,258.48, ,,,,,,
47019,63772054.87,67164448.49,213.59, ,,,,,,
47021,30229265.08,30188327.77,355.16, ,,,,,,
47023,22286508.1,22841072.93,229.24, ,,,,,,
47025,41660014.07,44753345.66,282.45, ,,,,,,
47027,12668545.82,13036382.05,217.24, ,,,,,,
47029,39452009.61,42372987.39,251.4, ,,,,,,
47031,74167975.49,77343746.04,391.85, ,,,,,,
47033,23081014.18,24004305.44,269.09, ,,,,,,
47035,97051110.19,101418097.95,362.25, ,,,,,,
47037,437802725.24,433577105.85,282.58, ,,,,,,
47041,18303387.3,18767698.32,232.12, ,,,,,,
47039,23052547.7,24740255.83,203.34, ,,,,,,
47043,51319955.79,50706095.4,329.94, ,,,,,,
47045,58558207.04,61009811.88,200.79, ,,,,,,
47047,42076152.46,42730308.37,360.96, ,,,,,,
47049,34357752.83,36437740.91,259.37, ,,,,,,
47051,58920565.89,61379874.68,255.17, ,,,,,,
47053,78373305.95,81995849.07,245.46, ,,,,,,
47055,43049373.44,45536010.14,309.42, ,,,,,,
47057,21982802.87,23593720.78,255.27, ,,,,,,
47059,81141472.97,85609523.33,260.26, ,,,,,,
47061,23396983.4,24211487.37,242.46, ,,,,,,
47063,74563051.9,80315236.49,286.96, ,,,,,,
47065,353530165.84,368613083.92,283.95, ,,,,,,
47067,9579740.81,10488246.33,299.22, ,,,,,,
47069,37033294.99,38435266.48,229.08, ,,,,,,
47071,38692563.93,40537146.99,204.5, ,,,,,,
47073,52305087.8,56049850.88,265.73, ,,,,,,
47075,26835187.41,27969012.04,249.83, ,,,,,,
47077,37374857.18,38863885.62,190.31, ,,,,,,
47079,48393921.04,51861845.43,175.09, ,,,,,,
47081,24988196.24,25465796.66,330.12, ,,,,,,
47083,13070565.1,13642772.65,260.68, ,,,,,,
47085,27555054.65,28616835.34,327.47, ,,,,,,
47087,16916300.27,17433365.58,248.88, ,,,,,,
47089,52148107.03,56612339.52,257.29, ,,,,,,
47091,24300553.04,25512175.16,133.53, ,,,,,,
47093,327873683.88,351173830.51,347.98, ,,,,,,
47095,13184093.33,13863681.37,307.12, ,,,,,,
47097,38892115.49,40914107.66,230.04, ,,,,,,
47099,67202373.06,69924548.04,267.11, ,,,,,,
47101,15956901.73,16843658.25,183.42, ,,,,,,
47103,41782577.91,44161385.14,287.41, ,,,,,,
47105,49104368.61,52800071.64,320.61, ,,,,,,
47111,29424384.49,30056304.55,328.61, ,,,,,,
47113,109120085.23,112487936.76,296.22, ,,,,,,
47115,39577287.22,40567458.22,285.62, ,,,,,,
47117,32002215.58,33964118.29,246.49, ,,,,,,
47119,82314740.57,86073875.61,294.26, ,,,,,,
47107,59621773.95,63169099.47,237.66, ,,,,,,
47109,42572036.47,44769736.03,217.44, ,,,,,,
47121,11770183.6,12522473.39,141.47, ,,,,,,
47123,47078580.65,49980762.21,295.63, ,,,,,,
47125,101521975.59,101699465.0,309.24, ,,,,,,
47127,6575328.84,6951120.66,302.59, ,,,,,,
47129,21697069.15,23578903.03,241.17, ,,,,,,
47131,52498953.53,55581184.07,288.92, ,,,,,,
47133,29753824.9,31117865.67,125.98, ,,,,,,
47135,13540063.35,13939763.94,369.75, ,,,,,,
47137,10508152.67,10885335.36,152.2, ,,,,,,
47139,23392488.5,24774634.42,295.51, ,,,,,,
47141,85155693.04,89219703.38,149.54, ,,,,,,
47143,37330878.62,39804565.49,274.95, ,,,,,,
47145,63736066.01,68895487.83,286.55, ,,,,,,
