FIPS,Total_Actual_Costs,Total_Standardized_Costs,Part_B_Drugs_Per_Capita_Actual_Costs,Total_Population_Based_Payment_Reduction_Costs,PQI03_Diabetes_LT_Complication_Admission_Rate_(age_<_65),PQI03_Diabetes_LT_Complication_Admission_Rate_(age_65-74),PQI03_Diabetes_LT_Complication_Admission_Rate_(age_75+),PQI07_Hypertension_Admission_Rate_(age_<_65),PQI07_Hypertension_Admission_Rate_(age_65-74),PQI07_Hypertension_Admission_Rate_(age_75+)
29195,30317583.41,31980747.05,195.88, ,,,,,,
29197,7847856.49,7906952.68,180.84, ,,,,,,
29199,8170468.55,8498892.25,215.43, ,,,,,,
29201,54778301.4,57131139.35,365.93, ,,,,,,
29203,10977953.59,11553573.5,135.24, ,,,,,,
29205,9705643.74,10121717.7,267.6, ,,,,,,
29183,214881261.12,222786866.37,314.05, ,,,,,,
29185,15437609.54,16247222.21,91.17, ,,,,,,
29187,87510315.47,91739267.71,168.93, ,,,,,,
29189,968299636.69,988168218.31,334.81, ,,,,,,
29510,317553122.57,306720803.37,276.2, ,,,,,,
29186,24528767.79,26427512.72,178.63, ,,,,,,
29207,46617583.51,49193538.97,259.03, ,,,,,,
29209,40279479.49,42355485.15,249.82, ,,,,,,
29211,10542393.51,10879957.11,132.47, ,,,,,,
29213,56959671.28,60337758.99,236.8, ,,,,,,
29215,28530607.63,29848511.69,215.53, ,,,,,,
29999,,,,*,,,,,,
29217,23890825.0,24923377.4,209.51, ,,,,,,
29219,24984575.09,25861583.51,282.77, ,,,,,,
29221,31521846.04,32931444.41,168.01, ,,,,,,
29223,24013908.93,24471150.32,504.27, ,,,,,,
29225,22256834.5,23403642.88,208.57, ,,,,,,
29227,3322675.49,3439659.16,256.48, ,,,,,,
29229,21394257.22,22411530.15,221.31, ,,,,,,
28001,61683413.98,66253510.27,290.97, ,,,,,,
28003,63168275.37,66632874.61,287.49, ,,,,,,
28005,22495339.04,24092655.25,325.33, ,,,,,,
28007,28387387.18,30600091.54,248.72, ,,,,,,
28009,9473474.22,9978084.42,238.75, ,,,,,,
28011,56499474.85,60520446.82,227.79, ,,,,,,
28013,19601144.7,20751062.5,216.72, ,,,,,,
28015,16253288.87,17358191.16,587.32, ,,,,,,
28017,23528125.85,24938532.26,319.85, ,,,,,,
28019,11805668.75,12846612.76,263.39, ,,,,,,
28021,14574180.57,15593096.76,216.05, ,,,,,,
28023,32106767.82,35598148.75,214.13, ,,,,,,
28025,25963075.6,27832497.83,242.48, ,,,,,,
28027,49942609.67,49654071.89,294.92, ,,,,,,
28029,32751747.2,35321953.94,287.58, ,,,,,,
28031,29080119.52,31690661.8,229.61, ,,,,,,
28033,123082650.65,123173889.96,343.85, ,,,,,,
28035,89871096.84,95968654.11,271.69, ,,,,,,
28037,13491816.89,14504651.0,241.43, ,,,,,,
28039,24895636.04,27116379.93,226.26, ,,,,,,
28041,16860103.2,18425714.77,224.47, ,,,,,,
28043,32552140.94,35051726.48,306.26, ,,,,,,
28045,44337505.47,46362861.84,204.52, ,,,,,,
28047,204802084.68,211034633.21,206.27, ,,,,,,
28049,222955362.07,236324010.17,302.22, ,,,,,,
28051,29302721.56,31620148.36,311.09, ,,,,,,
28053,17631802.03,19288054.42,453.82, ,,,,,,
28055,904386.28,970520.34,75.89, ,,,,,,
28057,34082136.39,36199004.55,318.35, ,,,,,,
28059,149339881.94,159632459.25,152.71, ,,,,,,
28061,24799542.92,26407883.77,189.95, ,,,,,,
28063,14348254.11,15684309.94,209.31, ,,,,,,
28065,20908620.98,22619336.75,167.68, ,,,,,,
28067,92646049.67,98018049.43,283.81, ,,,,,,
28069,12115491.34,13175609.67,186.89, ,,,,,,
28071,31478689.79,32854063.5,314.72, ,,,,,,
28073,47515390.84,50691014.67,316.57, ,,,,,,
28075,114576082.74,124406441.37,214.29, ,,,,,,
28077,24387812.6,26468965.52,241.19, ,,,,,,
28079,24430394.09,26455869.58,298.25, ,,,,,,
28081,93907314.63,100029384.63,306.56, ,,,,,,
28083,45814976.48,47913028.14,452.45, ,,,,,,
28085,45427632.06,48891995.3,241.48, ,,,,,,
28087,59922930.05,63661390.41,306.78, ,,,,,,
28089,69870828.03,75144468.88,271.35, ,,,,,,
28091,41515238.76,44835788.62,212.93, ,,,,,,
28093,36873873.23,37506116.59,407.04, ,,,,,,
28095,50421580.86,54781069.09,285.29, ,,,,,,
28097,21416786.23,23185591.93,367.17, ,,,,,,
28099,40645701.61,43841285.47,215.48, ,,,,,,
28101,33905305.88,37020401.53,221.12, ,,,,,,
28103,16492609.5,17950188.42,199.76, ,,,,,,
28105,26887352.83,29676656.41,230.38, ,,,,,,
28107,43995805.39,46147154.29,311.98, ,,,,,,
28109,74653035.58,79806083.44,268.06, ,,,,,,
28111,20232362.46,21950036.47,387.47, ,,,,,,
28113,60908070.27,64438090.23,259.16, ,,,,,,
28115,33061693.65,35286108.79,249.36, ,,,,,,
28117,36489347.93,38551782.06,374.26, ,,,,,,
28119,13590937.12,14082746.95,285.57, ,,,,,,
28121,115550189.68,124307128.64,254.75, ,,,,,,
28123,35641837.14,39050151.11,254.61, ,,,,,,
28125,10331611.84,10981044.56,244.2, ,,,,,,
28127,35146191.49,38164464.37,234.61, ,,,,,,
28129,22568575.71,24117925.7,163.34, ,,,,,,
28131,23131356.68,25163837.47,235.76, ,,,,,,
28133,43952091.58,47213897.68,257.88, ,,,,,,
28135,22614983.9,23717507.58,246.92, ,,,,,,
28137,33269030.06,33297843.23,240.02, ,,,,,,
28139,28795565.86,31057049.23,213.5, ,,,,,,
28141,36009160.7,38469757.54,273.79, ,,,,,,
28143,11875606.99,11709393.39,304.68, ,,,,,,
28999,,,,*,,,,,,
28145,32689827.33,34498962.49,343.92, ,,,,,,
28147,23237792.52,25398993.62,217.23, ,,,,,,
28149,71507541.45,74659983.77,248.11, ,,,,,,
28151,73869657.07,76293759.14,238.62, ,,,,,,
28153,24038748.5,25906730.76,204.73, ,,,,,,
28155,23805981.37,25504937.97,298.58, ,,,,,,
28157,13194208.32,14330423.86,249.08, ,,,,,,
28159,24714748.2,26868662.23,192.26, ,,,,,,
28161,21829763.42,23151657.14,269.59, ,,,,,,
28163,34486435.54,37969667.23,210.79, ,,,,,,
30001,8804077.61,9253696.85,239.3, ,,,,,,
30003,10884615.9,11462066.0,120.67, ,,,,,,
30005,5598810.05,5845742.02,252.0, ,,,,,,
30007,4656557.69,4935615.21,69.51, ,,,,,,
30009,9901225.54,10283179.2,201.75, ,,,,,,
30011,1251788.95,1299724.65,215.55, ,,,,,,
30013,79798477.04,82860626.53,422.06, ,,,,,,
30015,6700381.15,6948730.39,407.78, ,,,,,,
30017,11556052.37,12218784.48,148.79, ,,,,,,
30019,2679143.18,2815234.76,78.69, ,,,,,,
30021,9204526.29,9722830.45,71.62, ,,,,,,
30023,12719318.47,13378165.75,177.36, ,,,,,,
30025,3304911.41,3485922.77,221.73, ,,,,,,
30027,13461122.81,14249671.04,159.11, ,,,,,,
30029,71770136.03,75448576.34,326.91, ,,,,,,
30031,40338915.46,42603977.57,80.76, ,,,,,,
30033,1418813.81,1484355.98,37.02, ,,,,,,
30035,12022231.41,11022022.69,247.99, ,,,,,,
30037,1478413.57,1517703.94,118.67, ,,,,,,
30039,3015697.62,3174677.24,77.1, ,,,,,,
30041,13943995.63,14460657.72,194.37, ,,,,,,
30043,6488864.23,6611311.67,132.66, ,,,,,,
30045,1995894.63,2072086.78,188.11, ,,,,,,
30047,25401223.83,26715912.75,317.2, ,,,,,,
30049,43453871.42,45440125.24,84.05, ,,,,,,
30051,3143299.87,3272115.24,365.66, ,,,,,,
30053,22706534.43,23518756.14,196.42, ,,,,,,
30057,8487489.09,8787565.89,174.68, ,,,,,,
30055,2125293.22,2242596.45,119.71, ,,,,,,
30059,2697414.05,2830088.94,90.36, ,,,,,,
30061,5807620.73,6170616.72,752.43, ,,,,,,
30063,66290354.2,70219855.63,350.89, ,,,,,,
30065,5334532.49,5534962.31,694.19, ,,,,,,
30067,16495415.32,17497935.43,114.19, ,,,,,,
30069,249422.4,258411.39,82.08, ,,,,,,
30071,5418399.15,5679693.5,142.62, ,,,,,,
30073,8428529.45,8574690.22,237.81, ,,,,,,
30075,1385443.31,1375880.32,200.87, ,,,,,,
30077,6016614.31,6322163.87,142.82, ,,,,,,
30079,2286554.12,2412031.43,136.2, ,,,,,,
30081,36583897.69,38810623.4,331.5, ,,,,,,
30083,9962932.44,10686103.87,58.7, ,,,,,,
30085,9300298.18,9763302.27,102.96, ,,,,,,
30087,7199138.96,7518199.25,399.33, ,,,,,,
30089,11922880.5,12647862.12,287.06, ,,,,,,
30091,5236075.21,5591044.65,259.83, ,,,,,,
30093,34947917.4,34521254.15,221.77, ,,,,,,
30095,7213239.7,7476503.71,284.58, ,,,,,,
30097,3402760.03,3573707.74,103.31, ,,,,,,
30099,6321551.56,6619797.77,257.34, ,,,,,,
30101,5182656.38,5431772.25,386.71, ,,,,,,
30103,768345.91,801807.76,73.6, ,,,,,,
30999,,,,*,,,,,,
30105,9090930.21,9692905.41,65.22, ,,,,,,
30107,2426158.08,2536010.88,541.5, ,,,,,,
30109,1366120.15,1448164.45,241.78, ,,,,,,
30111,123812598.83,128978581.25,221.79, ,,,,,,
37001,124029456.26,122237218.59,127.33, ,,,,,,
37003,35419240.24,36186193.13,248.24, ,,,,,,
37005,15743031.89,16149306.71,213.64, ,,,,,,
37007,36158065.36,35102730.2,223.99, ,,,,,,
37009,32846535.84,33293562.47,117.48, ,,,,,,
37011,21568699.34,22614233.5,145.2, ,,,,,,
37013,64918595.01,63184362.23,189.01, ,,,,,,
37015,38643019.88,37394832.61,146.42, ,,,,,,
37017,50399879.68,50058326.37,210.64, ,,,,,,
37019,137253315.12,136100442.33,310.62, ,,,,,,
37021,248376139.49,250491011.8,290.91, ,,,,,,
37023,100303704.39,102342494.09,146.16, ,,,,,,
37025,145609597.55,142753334.06,193.3, ,,,,,,
37027,89331903.26,91394226.95,204.51, ,,,,,,
37029,9787531.79,9994652.7,460.45, ,,,,,,
37031,86281312.71,87109490.09,154.81, ,,,,,,
37033,21320934.07,20957068.33,284.73, ,,,,,,
37035,156646494.3,160502633.12,288.08, ,,,,,,
37037,62708229.02,58676728.87,193.64, ,,,,,,
37039,38825461.88,39026821.79,201.63, ,,,,,,
37041,21619687.13,21941435.82,169.25, ,,,,,,
37043,15075027.7,15332698.35,204.49, ,,,,,,
37045,133354830.66,133181724.07,287.67, ,,,,,,
37047,102895777.65,100316528.37,239.78, ,,,,,,
37049,129076283.08,130243330.72,270.2, ,,,,,,
37051,250818049.42,241706112.19,213.44, ,,,,,,
37053,19403152.63,19988775.91,293.82, ,,,,,,
37055,32557733.57,33789598.79,444.06, ,,,,,,
37057,130271711.06,130744281.99,294.1, ,,,,,,
37059,36221076.2,36152613.09,288.76, ,,,,,,
37061,65982551.6,64892713.43,317.23, ,,,,,,
37063,196740044.37,185592292.73,303.09, ,,,,,,
37065,78396845.64,75438758.66,251.15, ,,,,,,
37067,228296508.77,224854785.17,313.03, ,,,,,,
37069,49370316.39,48169877.37,231.52, ,,,,,,
37071,224094826.77,222927533.02,332.43, ,,,,,,
37073,12951727.29,13184506.59,219.76, ,,,,,,
37075,10512896.95,10646130.77,350.72, ,,,,,,
37077,48660684.99,46945320.93,225.67, ,,,,,,
37079,23106542.36,21326018.61,323.82, ,,,,,,
37081,328365585.44,329971833.75,190.32, ,,,,,,
37083,88564676.38,86835793.44,240.03, ,,,,,,
37085,104288311.47,102401224.7,350.68, ,,,,,,
37087,76847059.01,78239201.58,249.57, ,,,,,,
37089,141998815.36,145362829.09,235.59, ,,,,,,
37091,33402061.21,32114062.51,115.53, ,,,,,,
37093,27358246.79,27031210.77,176.25, ,,,,,,
37095,6901131.57,6964803.39,126.43, ,,,,,,
37097,155670428.75,157738153.65,281.89, ,,,,,,
37099,35594431.78,36397162.85,211.94, ,,,,,,
37101,152907669.22,145721796.75,241.33, ,,,,,,
37103,14341419.08,14385433.35,324.73, ,,,,,,
37105,60979010.5,60698940.01,311.65, ,,,,,,
37107,99510643.17,95353154.09,372.31, ,,,,,,
37109,78062975.39,78042833.74,338.9, ,,,,,,
37113,46636789.98,47954458.82,217.41, ,,,,,,
37115,24195349.3,24504734.71,234.84, ,,,,,,
37117,41983975.1,39895870.34,269.65, ,,,,,,
37111,43492740.61,44365192.55,193.5, ,,,,,,
37119,566218616.65,550533856.83,367.25, ,,,,,,
37121,20438757.51,20921534.01,215.83, ,,,,,,
37123,28824963.07,29241499.7,143.77, ,,,,,,
37125,129034418.53,129813504.06,159.63, ,,,,,,
37127,118893712.88,113884818.64,285.83, ,,,,,,
37129,204426944.25,200737870.33,305.44, ,,,,,,
37131,35301178.31,34465296.59,186.5, ,,,,,,
37133,105934982.91,105317754.83,296.15, ,,,,,,
37135,85377783.89,77524791.06,194.35, ,,,,,,
37137,21369438.13,20584234.42,295.6, ,,,,,,
37139,40599295.04,41904277.99,293.58, ,,,,,,
37141,58183341.89,57755503.51,297.13, ,,,,,,
37143,19008348.09,19320878.59,274.65, ,,,,,,
37145,40385145.0,38004361.28,182.92, ,,,,,,
37147,154638030.6,136710685.17,234.57, ,,,,,,
37149,29755108.33,30969396.98,295.89, ,,,,,,
37151,105433246.64,106964471.47,177.16, ,,,,,,
37153,71177624.29,71729405.22,138.03, ,,,,,,
37155,170051676.45,162097087.22,136.91, ,,,,,,
37157,94281000.62,92901729.94,106.75, ,,,,,,
37159,141261558.53,142209184.87,261.22, ,,,,,,
37161,85323024.48,85370075.43,220.35, ,,,,,,
37163,81511859.8,79991134.83,338.72, ,,,,,,
37165,53856932.43,53443777.97,129.95, ,,,,,,
37167,69088799.17,69084171.81,155.9, ,,,,,,
37169,32526407.3,32557808.74,218.19, ,,,,,,
37171,79700221.48,80111576.78,307.15, ,,,,,,
37173,22013036.72,21447433.09,210.54, ,,,,,,
37175,46783938.97,48612045.98,246.53, ,,,,,,
37177,5523791.59,5590222.15,221.98, ,,,,,,
37999,,,,*,,,,,,
37179,136198842.68,133667120.89,321.64, ,,,,,,
37181,49986017.05,47681113.86,332.93, ,,,,,,
37183,472507940.2,468664964.21,287.99, ,,,,,,
37185,21954645.8,21632391.26,192.92, ,,,,,,
37187,18703393.34,18592996.67,208.13, ,,,,,,
37189,39176826.15,39731064.39,162.43, ,,,,,,
37191,144600269.44,140727704.99,445.02, ,,,,,,
37193,78242747.59,79019772.91,296.77, ,,,,,,
37195,113248308.97,110198320.31,343.97, ,,,,,,
37197,34371851.21,34588976.2,515.89, ,,,,,,
37199,23847333.9,24141452.71,228.39, ,,,,,,
38001,3839858.72,4417164.56,232.9, ,,,,,,
38003,15102488.78,16897270.39,299.9, ,,,,,,
38005,5909091.97,6192327.59,163.54, ,,,,,,
38007,608303.34,671731.16,47.21, ,,,,,,
38009,8731995.06,9386822.62,130.34, ,,,,,,
38011,4616502.43,5214473.31,113.76, ,,,,,,
38013,3049003.04,3352376.6,140.93, ,,,,,,
38015,64043018.38,71022678.29,364.55, ,,,,,,
38017,78526483.06,84468783.61,369.25, ,,,,,,
38019,7421914.77,8090326.96,162.87, ,,,,,,
38021,7123332.91,7849072.74,226.31, ,,,,,,
38023,3316498.16,3772956.3,96.18, ,,,,,,
38025,3092692.06,3365118.33,122.97, ,,,,,,
38027,3460480.88,3836422.27,188.72, ,,,,,,
38029,5374220.24,5987197.38,69.42, ,,,,,,
38031,5422374.15,6073097.25,337.53, ,,,,,,
38033,2350882.61,2567675.29,124.15, ,,,,,,
38035,46063310.14,47935373.15,132.63, ,,,,,,
38037,3640184.67,4059787.44,75.63, ,,,,,,
38039,3908713.67,4342394.43,222.95, ,,,,,,
38041,3992688.87,4452020.57,260.73, ,,,,,,
38043,3418254.21,3745059.44,156.77, ,,,,,,
38045,5139188.11,5703374.34,259.31, ,,,,,,
38047,2722077.97,3048473.32,202.55, ,,,,,,
38049,6764653.63,7217377.87,98.68, ,,,,,,
38051,5718042.23,6537040.4,291.48, ,,,,,,
38053,4707699.01,5274448.07,101.11, ,,,,,,
38055,10946269.57,12120236.19,160.71, ,,,,,,
38057,7480361.0,8370358.43,259.26, ,,,,,,
38059,23820289.9,26296330.2,167.41, ,,,,,,
38061,6285848.54,6785919.22,92.21, ,,,,,,
38063,6534410.38,7068049.19,149.74, ,,,,,,
38065,1807606.37,1980255.98,237.55, ,,,,,,
38067,10023042.08,10838034.98,164.58, ,,,,,,
38069,4197644.44,4424947.13,123.83, ,,,,,,
38071,14544270.92,15171483.9,280.85, ,,,,,,
38073,8944240.09,10101576.91,221.07, ,,,,,,
38075,3162724.73,3387758.43,159.51, ,,,,,,
38077,13375362.1,14369652.14,408.33, ,,,,,,
38079,10240743.47,10366557.63,115.55, ,,,,,,
38081,5677423.41,6273429.01,268.37, ,,,,,,
38083,2266530.21,2528109.81,266.01, ,,,,,,
38085,2152630.59,2292067.45,55.09, ,,,,,,
38087,665634.03,736318.72,87.86, ,,,,,,
38089,21300531.17,23486197.98,163.01, ,,,,,,
38091,2502725.13,2796336.64,157.65, ,,,,,,
38093,19252704.76,21180531.59,314.81, ,,,,,,
38095,3634936.05,3894180.51,105.62, ,,,,,,
38097,8771898.36,9722729.25,151.25, ,,,,,,
38999,,,,*,,,,,,
38099,14327212.9,15401888.74,117.23, ,,,,,,
38101,50857349.15,53877625.1,228.29, ,,,,,,
38103,6348831.04,7140616.25,168.24, ,,,,,,
38105,17754063.94,19362762.03,92.08, ,,,,,,
31001,37820839.22,39157185.9,500.95, ,,,,,,
31003,10959670.57,11622729.33,230.76, ,,,,,,
31005,539758.28,550219.71,296.05, ,,,,,,
31007,913304.33,932186.02,206.76, ,,,,,,
31009,480525.68,507301.91,271.9, ,,,,,,
31011,7726071.22,7992638.05,188.02, ,,,,,,
31013,13480703.23,14227631.97,139.06, ,,,,,,
31015,3866302.91,4112637.06,106.89, ,,,,,,
31017,5239808.26,5570133.86,104.79, ,,,,,,
31019,33461725.13,34774801.52,396.14, ,,,,,,
31021,11698063.13,12209151.51,165.69, ,,,,,,
31023,9104227.35,9537055.29,229.79, ,,,,,,
31025,23976255.71,23791647.79,305.46, ,,,,,,
31027,10467674.73,11081789.66,258.68, ,,,,,,
31029,6654166.29,6935559.21,165.6, ,,,,,,
31031,8011707.44,8296476.28,163.91, ,,,,,,
31033,10545426.37,11065849.74,118.36, ,,,,,,
31035,8802756.3,9121785.63,347.42, ,,,,,,
31037,10343244.89,10770032.58,512.59, ,,,,,,
31039,12287721.55,12808377.14,316.01, ,,,,,,
31041,16465524.35,17305077.74,298.28, ,,,,,,
31043,12852181.28,13355241.39,319.04, ,,,,,,
31045,6055548.37,6299388.09,139.9, ,,,,,,
31047,21054672.13,22220273.1,217.82, ,,,,,,
31049,2495194.03,2573625.93,121.92, ,,,,,,
31051,4057361.77,4225047.13,238.73, ,,,,,,
31053,46597681.78,48740903.81,369.13, ,,,,,,
31055,382170806.07,381903100.43,421.06, ,,,,,,
31057,4125046.49,4311012.38,369.52, ,,,,,,
31059,11226798.75,11689049.85,340.28, ,,,,,,
31061,5802573.41,6068950.81,281.88, ,,,,,,
31063,3024691.81,3170433.73,306.8, ,,,,,,
31065,9367265.7,9865406.51,359.93, ,,,,,,
31067,30212868.61,31222068.55,219.63, ,,,,,,
31069,3705761.72,3898524.43,96.81, ,,,,,,
31071,2811543.69,2952137.31,135.53, ,,,,,,
31073,2395761.04,2545019.33,245.57, ,,,,,,
31075,886627.84,923835.66,132.58, ,,,,,,
31077,4821121.42,4966469.15,194.04, ,,,,,,
31079,50649958.45,52237020.45,222.96, ,,,,,,
31081,10536972.9,10959277.02,273.64, ,,,,,,
31083,5460738.36,5794317.54,329.33, ,,,,,,
31085,917030.54,948656.6,398.55, ,,,,,,
31087,4409497.41,4626945.15,210.6, ,,,,,,
31089,21435051.65,22515512.52,163.02, ,,,,,,
31091,1144973.97,1174072.73,215.18, ,,,,,,
31093,8575769.28,8951590.27,269.35, ,,,,,,
31095,9389652.81,9827293.03,78.95, ,,,,,,
31097,7044474.18,7385151.35,256.19, ,,,,,,
31099,6564393.44,6828428.53,338.38, ,,,,,,
31101,11518423.54,11972595.51,218.61, ,,,,,,
31103,1508832.98,1613714.46,22.6, ,,,,,,
31105,6688199.27,7003509.79,156.41, ,,,,,,
31107,14601890.91,15417439.58,266.44, ,,,,,,
31109,222565287.23,223647547.48,403.89, ,,,,,,
31111,38884108.92,39919051.86,212.97, ,,,,,,
31113,936940.59,961977.49,151.04, ,,,,,,
31115,740079.5,776619.83,192.52, ,,,,,,
31119,36244874.21,37982943.94,268.06, ,,,,,,
31117,378646.82,388421.74,232.17, ,,,,,,
31121,10109490.78,10495245.14,202.7, ,,,,,,
31123,5530643.35,5793445.22,229.62, ,,,,,,
31125,5329886.24,5578700.74,190.09, ,,,,,,
31127,10009132.61,10431135.75,169.41, ,,,,,,
31129,9624923.54,10187795.54,306.6, ,,,,,,
31131,21052110.51,21676579.52,275.19, ,,,,,,
31133,5033437.8,5245855.97,75.05, ,,,,,,
31135,3957565.55,4036328.59,182.04, ,,,,,,
31137,11440993.3,12159711.68,304.44, ,,,,,,
31139,9413931.67,10015511.8,305.68, ,,,,,,
31141,31190535.97,31976906.67,375.06, ,,,,,,
31143,7915852.43,8276333.16,358.75, ,,,,,,
31145,16822619.41,17717821.79,179.65, ,,,,,,
31147,16088878.88,16776413.35,211.37, ,,,,,,
31149,2733273.47,2895229.94,231.03, ,,,,,,
31151,17430674.35,17950660.21,509.24, ,,,,,,
31153,83209060.28,83933545.24,355.85, ,,,,,,
31155,23107974.29,23799471.71,316.21, ,,,,,,
31157,41118592.76,42432568.24,269.89, ,,,,,,
31159,17012263.9,17497988.75,240.73, ,,,,,,
31161,6055330.26,6283218.11,79.11, ,,,,,,
31163,4960409.89,5215997.6,191.0, ,,,,,,
31165,883239.31,929971.75,238.15, ,,,,,,
31167,4540875.83,4796757.44,434.94, ,,,,,,
31169,9719885.95,10184432.42,264.1, ,,,,,,
31171,671475.61,691356.08,208.33, ,,,,,,
31173,8093297.39,8188860.91,289.93, ,,,,,,
31999,,,,*,,,,,,
31175,8218696.0,8635703.2,187.05, ,,,,,,
31177,20062044.46,20795569.95,342.43, ,,,,,,
31179,6983914.49,7361861.22,348.36, ,,,,,,
31181,8354622.47,8871380.49,468.63, ,,,,,,
31183,983388.13,1030910.87,230.0, ,,,,,,
31185,18630257.2,19778772.01,141.25, ,,,,,,
33001,73510653.07,68107607.13,72.1, ,,,,,,
33003,59827373.24,55759261.98,89.2, ,,,,,,
33005,84164797.1,74201265.54,87.7, ,,,,,,
33007,59964135.54,55256505.06,57.23, ,,,,,,
33009,98930314.18,88610255.88,63.6, ,,,,,,
33011,337034983.43,315712334.31,189.27, ,,,,,,
33013,151980222.04,142096403.73,147.31, ,,,,,,
33015,282435876.64,263384988.78,117.15, ,,,,,,
33017,112167552.59,105438100.88,92.55, ,,,,,,
33019,52276912.61,46859741.27,85.67, ,,,,,,
33999,,,,*,,,,,,
34001,359429543.91,316025224.78,397.68, ,,,,,,
34003,1188897660.67,989640069.33,234.16, ,,,,,,
34005,460919129.69,417657069.73,305.37, ,,,,,,
34007,564016901.39,496624404.66,326.91, ,,,,,,
34009,191041303.72,171875085.53,444.26, ,,,,,,
34011,184632576.58,165698908.72,339.74, ,,,,,,
34013,949951471.57,759530288.29,206.75, ,,,,,,
34015,299041806.71,265082606.61,351.64, ,,,,,,
34017,620405229.33,489078968.87,216.89, ,,,,,,
34019,120891265.6,108021706.11,431.57, ,,,,,,
34021,461121309.24,408843337.18,248.31, ,,,,,,
34023,884804506.49,750260233.54,322.53, ,,,,,,
34025,782842860.04,697570142.19,327.48, ,,,,,,
34027,532224131.74,454989320.7,340.68, ,,,,,,
34029,1061950035.9,963133297.05,325.18, ,,,,,,
34031,564512907.44,455347707.85,208.13, ,,,,,,
34033,97462469.84,87832568.62,278.33, ,,,,,,
34035,304879762.66,265627207.28,273.89, ,,,,,,
34037,135572411.46,117955901.56,286.71, ,,,,,,
34999,,,,*,,,,,,
34039,586672129.53,498408951.94,280.67, ,,,,,,
34041,147407018.69,132198042.87,281.49, ,,,,,,
35001,265515817.3,257359827.13,201.82, ,,,,,,
35003,4156434.36,4074303.27,175.45, ,,,,,,
35005,71840852.13,71849394.76,241.44, ,,,,,,
35006,18455546.5,17121190.41,169.41, ,,,,,,
35007,15187977.64,14510290.51,135.35, ,,,,,,
35009,38253855.63,39929977.8,176.75, ,,,,,,
35011,2602066.92,2683948.1,145.72, ,,,,,,
35013,151378964.23,151878940.18,249.63, ,,,,,,
35015,60083051.89,59882328.82,291.68, ,,,,,,
35017,32750238.31,33501324.62,73.81, ,,,,,,
35019,4912897.48,4142982.31,110.58, ,,,,,,
35021,866132.44,894182.17,179.75, ,,,,,,
35023,4473095.08,4604497.33,79.74, ,,,,,,
35025,62538304.66,63383533.25,161.36, ,,,,,,
35027,20410243.38,20888051.65,198.71, ,,,,,,
35028,12590649.71,12342518.41,162.17, ,,,,,,
35029,30187557.61,30302160.33,198.98, ,,,,,,
35031,41635904.7,36351139.24,111.42, ,,,,,,
35033,4766727.84,4753366.02,76.86, ,,,,,,
35035,57604093.5,58759163.38,255.08, ,,,,,,
35037,12709780.86,13066175.73,139.14, ,,,,,,
35039,27734253.09,27291620.94,141.58, ,,,,,,
35041,18359427.56,19051469.97,133.28, ,,,,,,
35045,97233653.82,90654265.81,204.2, ,,,,,,
35047,25373488.61,25107234.92,224.17, ,,,,,,
35043,49823546.16,48562490.09,246.56, ,,,,,,
35049,80811585.2,77229870.13,199.39, ,,,,,,
35051,21064865.35,21739218.22,115.01, ,,,,,,
35053,11552185.65,11899753.19,123.6, ,,,,,,
35055,27141341.84,26517194.25,181.23, ,,,,,,
35057,6567628.02,6420861.37,133.7, ,,,,,,
35999,,,,*,,,,,,
35059,6728728.05,7056252.07,230.09, ,,,,,,
35061,30675458.03,30005497.31,203.65, ,,,,,,
32510,60771787.2,58127913.49,235.73, ,,,,,,
32001,24437474.06,22538345.3,143.53, ,,,,,,
32003,1087648309.41,1017422925.72,317.71, ,,,,,,
32005,55585691.92,53147478.25,240.58, ,,,,,,
32007,25340501.97,24642119.31,94.45, ,,,,,,
32009,1240149.57,1098551.95,29.04, ,,,,,,
32011,1518532.04,1419566.17,108.27, ,,,,,,
32013,10731029.31,10503508.63,142.15, ,,,,,,
32015,3770853.68,3685669.64,162.89, ,,,,,,
32017,4747987.75,4464218.67,223.05, ,,,,,,
32019,41014620.14,38585773.8,149.16, ,,,,,,
32021,6902681.58,6666646.82,167.41, ,,,,,,
32023,44708429.86,42410165.55,290.9, ,,,,,,
32027,5571856.61,5536014.25,68.82, ,,,,,,
32029,2809507.23,2684725.73,195.34, ,,,,,,
32999,,,,*,,,,,,
32031,247443270.09,225811388.1,171.06, ,,,,,,
32033,11883979.39,11834660.39,113.03, ,,,,,,
36001,244152026.54,250949203.48,293.89, ,,,,,,
36003,43120333.55,43936118.85,259.72, ,,,,,,
36005,1077816852.31,733318059.0,210.05, ,,,,,,
36007,217337039.71,224013591.3,399.04, ,,,,,,
36009,70318821.19,72429393.86,277.49, ,,,,,,
36011,73555443.55,74331048.21,354.74, ,,,,,,
36013,110142259.56,115206784.03,230.87, ,,,,,,
36015,93049179.06,98204387.75,231.4, ,,,,,,
36017,46488990.89,46918527.16,279.77, ,,,,,,
36019,84067580.67,85408007.98,103.01, ,,,,,,
36021,69284911.48,68338887.67,259.8, ,,,,,,
36023,42993567.77,44064359.49,326.84, ,,,,,,
36025,57611131.37,56302821.95,211.94, ,,,,,,
36027,332200256.25,291450673.14,272.68, ,,,,,,
36029,555110561.76,546961505.82,222.52, ,,,,,,
36031,43638923.09,43852615.71,99.58, ,,,,,,
